Cycle,Current,Voltage,Temperature,SOC
3900.0,-739.3744089675143,4.1160479,41.020107,0.9739405177004224
3900.0,-739.3752778077009,4.1156073,41.020107,0.9736104429880036
3900.0,-739.3634346807581,4.115407,41.007641,0.9732803702426888
3900.0,-739.3732541028845,4.114646,41.04504,0.9729502964336998
3900.0,-739.3646570628011,4.1142855,40.957775,0.9726202231426788
3900.0,-739.3737491983431,4.1136045,41.020107,0.9722901491126678
3900.0,-739.3653334390287,4.113204,40.957775,0.9719600755196932
3900.0,-739.3735635040064,4.112803,40.995174,0.9716300015725804
3900.0,-739.3729403804472,4.1126027,41.007641,0.9712999279036448
3900.0,-739.3657627339445,4.1118817,41.057507,0.9709698541190211
3900.0,-739.3746293300771,4.1112809,40.957775,0.9706397796960984
3900.0,-739.3670080528487,4.1109204,41.020107,0.9703097053555286
3900.0,-739.3737742839234,4.1107602,41.007641,0.9699796313143187
3900.0,-739.3752028073199,4.1102796,40.982708,0.969649556635382
3900.0,-739.3665873272689,4.1096787,41.069973,0.9693194824826366
3900.0,-739.3758205840871,4.1093984,41.082439,0.9689894075279096
3900.0,-739.3680737950036,4.1088376,41.04504,0.9686593327115628
3900.0,-739.3750691884226,4.1081967,40.957775,0.9683292580922764
3900.0,-739.368916906306,4.1077161,41.007641,0.9679991828995408
3900.0,-739.3753730352885,4.1071148,41.020107,0.9676691081446104
3900.0,-739.3771708599288,4.1068745,40.945309,0.967339032587088
3900.0,-739.3685736340203,4.1063538,41.007641,0.967008957547599
3900.0,-739.3757304835239,4.105793,41.020107,0.966678882633095
3900.0,-739.368496046447,4.1053925,40.982708,0.9663488076282432
3900.0,-739.3752593017381,4.1048717,41.057507,0.966018732924086
3900.0,-739.374348933035,4.1045513,40.982708,0.9656886586263392
3900.0,-739.3671541337314,4.1040306,40.995174,0.965358584220555
3900.0,-739.3747821263142,4.10359,41.020107,0.9650285097294204
3900.0,-739.3678616011556,4.1031494,41.007641,0.9646984350078028
3900.0,-739.3760659833857,4.1025085,40.982708,0.9643683599435235
3900.0,-739.3676158747217,4.1023078,40.995174,0.9640382853316052
3900.0,-739.3745805871324,4.1016669,40.995174,0.9637082109304425
3900.0,-739.3736447910536,4.1012263,41.032574,0.9633781369470412
3900.0,-739.3660078133598,4.1008258,41.032574,0.963048063053007
3900.0,-739.3739505788286,4.100225,41.04504,0.9627179889330948
3900.0,-739.3669620447704,4.0999446,41.032574,0.9623879146130648
3900.0,-739.3727992176298,4.0994239,41.020107,0.9620578410071476
3900.0,-739.3653997595198,4.0991035,41.04504,0.9617277673845658
3900.0,-739.3750639638118,4.0985827,41.057507,0.9613976927676122
3900.0,-739.3763022761274,4.0981822,41.057507,0.9610676175978464
3900.0,-739.3691466782035,4.0976615,41.069973,0.960737542302534
3900.0,-739.3765419991294,4.097261,41.007641,0.9604074670257502
3900.0,-739.3684559221596,4.0969,40.970242,0.960077392038811
3900.0,-739.3764483950966,4.0962992,41.04504,0.9597473168038144
3900.0,-739.3764551089818,4.0956583,41.032574,0.9594172415658202
3900.0,-739.3699951362058,4.095458,41.007641,0.9590871658917324
3900.0,-739.3774718869806,4.0950575,41.04504,0.9587570901998246
3900.0,-739.3709314966186,4.0945768,41.057507,0.9584270141077188
3900.0,-739.3783173749682,4.0940161,41.119839,0.9580969380383648
3900.0,-739.3705783732506,4.0935755,41.157238,0.9577668621039036
3900.0,-739.377341588415,4.093255,41.032574,0.957436786470164
3900.0,-739.3770940895237,4.0926943,41.107372,0.957106710946914
3900.0,-739.3687181279813,4.0922937,41.04504,0.9567766358429188
3900.0,-739.3766240185865,4.0920534,41.057507,0.9564465605295192
3900.0,-739.3693517920389,4.0912519,41.069973,0.9561164851426384
3900.0,-739.3759527259115,4.0908113,41.04504,0.9557864101289202
3900.0,-739.376280986955,4.0904508,41.032574,0.9554563349686584
3900.0,-739.3695088225504,4.0900502,41.04504,0.9551262595116748
3900.0,-739.3768708339121,4.0895696,41.082439,0.9547961840880912
3900.0,-739.3698198684632,4.0890088,41.119839,0.9544661084922478
3900.0,-739.3786598206717,4.0888486,41.032574,0.954136032270018
3900.0,-739.3698843579155,4.0883679,41.082439,0.9538059566453848
3900.0,-739.3787500677171,4.0880075,41.04504,0.9534758803828663
3900.0,-739.3793410011839,4.0874467,41.04504,0.9531458038565416
3900.0,-739.3718922343081,4.0871663,41.069973,0.9528157273355354
3900.0,-739.3790114216871,4.0866055,41.032574,0.9524856509563426
3900.0,-739.3710329121506,4.0862045,41.057507,0.952155574818962
3900.0,-739.3783263223812,4.0856438,41.020107,0.951825498745614
3900.0,-739.3783750413065,4.0852432,41.04504,0.9514954226505166
3900.0,-739.371412756612,4.0848427,41.032574,0.9511653463435628
3900.0,-739.3789955890819,4.084322,41.04504,0.950835269971438
3900.0,-739.3802883257941,4.0838814,41.069973,0.9505051897021792
3900.0,-739.3887427977375,4.0832005,41.069973,0.9501751089786686
3900.0,-739.3794818842401,4.0829601,41.007641,0.949845029069428
3900.0,-739.3853774962768,4.0825996,41.069973,0.9495149498482682
3900.0,-739.387324711412,4.0822792,41.082439,0.9491848697578252
3900.0,-739.3804139599849,4.0817986,41.032574,0.9488547894324796
3900.0,-739.3885631702863,4.0811572,41.094906,0.9485247087891592
3900.0,-739.3801632897654,4.0807967,41.04504,0.94819462857572
3900.0,-739.387160440477,4.0803561,41.119839,0.9478645485586114
3900.0,-739.3882987645585,4.0801959,41.020107,0.9475344680333276
3900.0,-739.3818660528929,4.0797153,41.132305,0.9472043870597268
3900.0,-739.3897182180665,4.0791144,41.119839,0.9468743059007654
3900.0,-739.3815749165042,4.0786338,41.094906,0.946544225057136
3900.0,-739.3898374692172,4.0782733,41.069973,0.9462141438449382
3900.0,-739.3822644396712,4.078033,41.057507,0.9458840626934863
3900.0,-739.3889445932659,4.0772319,41.069973,0.9455539818798896
3900.0,-739.3893493806078,4.0770717,41.057507,0.9452239008855858
3900.0,-739.3814098293835,4.076591,41.069973,0.944893820115656
3900.0,-739.3877293156672,4.0762305,41.144772,0.944563739844588
3900.0,-739.3805152412506,4.0755491,41.04504,0.9442336594740276
3900.0,-739.3878674145892,4.075469,41.082439,0.9439035791413092
3900.0,-739.388123189849,4.0749483,41.144772,0.9435734986944062
3900.0,-739.3827975549169,4.0744276,41.144772,0.9432434173049564
3900.0,-739.3889182258881,4.073987,41.04504,0.9429133365031308
3900.0,-739.3815530416493,4.0737066,41.094906,0.9425832556692668
3900.0,-739.3896766650831,4.073266,41.107372,0.9422531745288556
3900.0,-739.3820338255457,4.0730257,41.094906,0.9419230934803564
3900.0,-739.3890993792438,4.0724249,41.107372,0.9415930125976596
3900.0,-739.3890062390859,4.0718241,41.094906,0.9412629317565424
3900.0,-739.3822313466036,4.0714235,41.144772,0.9409328506198644
3900.0,-739.3904497283842,4.071063,41.057507,0.9406027691343392
3900.0,-739.3837327556228,4.0708227,41.032574,0.9402726873273894
3900.0,-739.3917719645383,4.0705018,41.032574,0.9399426052515868
3900.0,-739.3901131664668,4.0698609,41.107372,0.9396125239163112
3900.0,-739.3819825074228,4.0696206,41.132305,0.9392824428907216
3900.0,-739.3906347880123,4.0690198,41.107372,0.9389523613225818
3900.0,-739.3836603682432,4.0686994,41.007641,0.9386222795479476
3900.0,-739.3907303573444,4.0683389,41.057507,0.9382921979371432
3900.0,-739.3831581489208,4.0677781,41.069973,0.937962116386714
3900.0,-739.3900444039203,4.0674577,41.119839,0.9376320350821358
3900.0,-739.3913238297987,4.0670171,41.119839,0.9373019532063912
3900.0,-739.3837535075155,4.0667768,41.069973,0.9369718713901772
3900.0,-739.3911853280224,4.0661759,41.119839,0.9366417895762628
3900.0,-739.3821444939597,4.065495,41.107372,0.9363117084783582
3900.0,-739.3892193140114,4.0652943,41.082439,0.9359816275421194
3900.0,-739.382141271311,4.0648136,41.094906,0.9356515464456532
3900.0,-739.3885934682756,4.0644932,41.032574,0.935321465788807
3900.0,-739.3887990358473,4.0642128,41.057507,0.9349913850401904
3900.0,-739.3822825060062,4.063652,41.107372,0.9346613038806733
3900.0,-739.3892705593903,4.0632114,41.069973,0.9343312229215572
3900.0,-739.3813419098333,4.0628109,41.082439,0.9340011421819486
3900.0,-739.3876720521577,4.0625305,41.094906,0.9336710619364444
3900.0,-739.3877103702072,4.0620098,41.04504,0.933340981673834
3900.0,-739.3794409664919,4.0616493,41.094906,0.9330109017828604
3900.0,-739.3881251552124,4.0612888,41.007641,0.93268082133508
3900.0,-739.3815563374808,4.0610485,41.119839,0.9323507404997452
3900.0,-739.3885317980528,4.0604877,41.119839,0.9320206598704298
3900.0,-739.3821141840609,4.0602474,41.119839,0.9316905787860564
3900.0,-739.3883593483357,4.0594058,41.069973,0.9313604982337266
3900.0,-739.3889954724974,4.0593257,41.082439,0.931030417397416
3900.0,-739.3817719004453,4.0589652,41.069973,0.9307003364658476
3900.0,-739.3890364516775,4.0585246,41.057507,0.9303702556112428
3900.0,-739.3826347992837,4.0579238,41.094906,0.930040174294452
3900.0,-739.3912274791866,4.0576835,41.132305,0.9297100924617204
3900.0,-739.390858702761,4.0574031,41.057507,0.9293800107936196
3900.0,-739.3817936288837,4.0569224,41.144772,0.9290499298523508
3900.0,-739.3902865072519,4.0566421,41.144772,0.9287198484396916
3900.0,-739.3838771275316,4.0560813,41.119839,0.9283897665682904
3900.0,-739.3918919725917,4.0555606,41.082439,0.9280596844389132
3900.0,-739.383093573982,4.0553203,41.069973,0.9277296029173122
3900.0,-739.3910393433976,4.05516,41.082439,0.9273995211685688
3900.0,-739.3907327987199,4.0544386,41.082439,0.9270694395566748
3900.0,-739.3823037095292,4.0543585,41.094906,0.9267393583876916
3900.0,-739.3896339647233,4.0537577,41.157238,0.9264092772663428
3900.0,-739.3821223504698,4.0533171,41.144772,0.9260791961783236
3900.0,-739.3892722805956,4.0530767,41.132305,0.9257491152184392
3900.0,-739.3893117339225,4.0526361,41.119839,0.925419034240942
3900.0,-739.3828550619038,4.0522757,41.057507,0.9250889528258196
3900.0,-739.3894449866722,4.0517149,41.157238,0.9247588717888352
3900.0,-739.381954870778,4.0512743,41.094906,0.9244287907755836
3900.0,-739.3887920411613,4.051034,41.032574,0.9240987100300896
3900.0,-739.3805107490696,4.0505533,41.007641,0.9237686296615348
3900.0,-739.388612279468,4.0500727,41.094906,0.9234385489962909
3900.0,-739.3873935106526,4.049592,41.119839,0.923108468875134
3900.0,-739.3806889830913,4.0492311,41.069973,0.9227783884270104
3900.0,-739.3884209820309,4.0489106,41.032574,0.922448307847166
3900.0,-739.3811974524381,4.0487103,41.132305,0.9221182271720476
3900.0,-739.3868267717492,4.0485101,41.107372,0.9217881473038964
3900.0,-739.387374028096,4.0478692,41.069973,0.9214580671914372
3900.0,-739.3804278758928,4.0476289,41.107372,0.9211279868598792
3900.0,-739.3870813873543,4.0470681,41.107372,0.9207979068780618
3900.0,-739.3790292984439,4.0467076,41.082439,0.9204678271708684
3900.0,-739.3873405684458,4.0463471,41.132305,0.9201377470733464
3900.0,-739.379332580683,4.046267,41.107372,0.9198076672307592
3900.0,-739.3871348910606,4.045506,41.157238,0.9194775872250563
3900.0,-739.3873384322613,4.0453057,41.107372,0.919147507128488
3900.0,-739.3799431491078,4.0446248,41.069973,0.9188174270133258
3900.0,-739.3874331104486,4.0444245,41.032574,0.9184873468744909
3900.0,-739.3808934744387,4.0443044,41.119839,0.9181572663350764
3900.0,-739.3878238474108,4.043663,41.057507,0.9178271860218072
3900.0,-739.3885671131761,4.0433826,41.107372,0.9174971053767264
3900.0,-739.3812994173009,4.0431023,41.107372,0.917167024656088
3900.0,-739.3881433071397,4.0423813,41.094906,0.9168369442002042
3900.0,-739.3800903409175,4.0422611,41.094906,0.9165068640193312
3900.0,-739.38830785885,4.0417404,41.119839,0.916176783489988
3900.0,-739.3813521758522,4.0417004,41.119839,0.9158467027457964
3900.0,-739.3885667347504,4.0412598,41.132305,0.9155166221008844
3900.0,-739.388007039339,4.040659,41.04504,0.915186541705834
3900.0,-739.3803475906627,4.0405388,41.082439,0.9148564614101176
3900.0,-739.3882825535147,4.0398178,41.119839,0.914526380892071
3900.0,-739.3818449103768,4.0395374,41.119839,0.9141962999279089
3900.0,-739.3883798563304,4.0393372,41.107372,0.913866219366424
3900.0,-739.3811136393966,4.0388966,41.107372,0.913536138728722
3900.0,-739.3882773532431,4.0384555,41.094906,0.9132060582129968
3900.0,-739.388958082146,4.0382152,41.082439,0.912875977393378
3900.0,-739.3817643321345,4.0377746,41.119839,0.9125458964651882
3900.0,-739.3880732994768,4.037374,41.132305,0.9122158160405576
3900.0,-739.3826181368239,4.0367732,41.082439,0.9118857347312054
3900.0,-739.3894853309903,4.0366931,41.169746,0.9115556536762104
3900.0,-739.38973615029,4.0362926,41.069973,0.9112255725092436
3900.0,-739.3826050753325,4.035892,41.132305,0.9108954912057222
3900.0,-739.3892663967583,4.0356116,41.107372,0.9105654102484646
3900.0,-739.3828333701464,4.035131,41.094906,0.910235328843026
3900.0,-739.3904906710109,4.0347304,41.132305,0.9099052473392232
3900.0,-739.3822287831108,4.0343699,41.119839,0.9095751662036894
3900.0,-739.3889615001025,4.0342498,41.094906,0.909245085382545
3900.0,-739.3899750431674,4.0334883,41.182213,0.9089150041089308
3900.0,-739.382725021044,4.0334883,41.132305,0.9085849227518624
3900.0,-739.3897504814321,4.0331278,41.107372,0.9082548415784976
3900.0,-739.382384470869,4.0327272,41.157238,0.9079247603734604
3900.0,-739.389087758064,4.0323668,41.107372,0.9075946794959512
3900.0,-739.3905922707006,4.0321264,41.094906,0.907264597946792
3900.0,-739.3833130920365,4.0316458,41.182213,0.906934516327192
3900.0,-739.3922539617824,4.0313253,41.04504,0.9066044340362144
3900.0,-739.3827710535123,4.0310049,41.157238,0.9062743526585956
3900.0,-739.3899403506279,4.0306444,41.194679,0.9059442714004692
3900.0,-739.3825078102277,4.0300837,41.094906,0.9056141901403696
3900.0,-739.3906532694315,4.0296831,41.069973,0.905284108563979
3900.0,-739.390247481208,4.0295229,41.144772,0.904954027168742
3900.0,-739.3838846226342,4.0292025,41.094906,0.9046239452939944
3900.0,-739.390703159906,4.0286016,41.069973,0.9042938636953316
3900.0,-739.3830442212283,4.0282407,41.082439,0.9039637821957632
3900.0,-739.3913566913194,4.0284815,41.132305,0.9036337003053484
3900.0,-739.3917951336123,4.0275197,41.144772,0.9033036182192024
3900.0,-739.3822716051574,4.0275598,41.04504,0.9029735370645516
3900.0,-739.3909406734506,4.0270391,41.094906,0.902643455359857
3900.0,-739.3831425483907,4.0267587,41.144772,0.9023133738163924
3900.0,-739.3906765850514,4.0264382,41.094906,0.9019832922295934
3900.0,-739.3852865204709,4.0259976,41.157238,0.9016532097289992
3900.0,-739.3921419982562,4.025517,41.057507,0.9013231274880046
3900.0,-739.3902925620126,4.0253968,41.119839,0.9009930460726424
3900.0,-739.3832629579849,4.0247159,41.107372,0.9006629644754236
3900.0,-739.3910610598274,4.0246758,41.032574,0.9003328827169857
3900.0,-739.3830642162516,4.0245557,41.132305,0.900002801208491
3900.0,-739.3916690953547,4.0239148,41.157238,0.8996727191786115
3900.0,-739.3916403964661,4.0237546,41.157238,0.899342637161544
3900.0,-739.381910266511,4.0233541,41.094906,0.899012556168205
3900.0,-739.3896450121255,4.0228329,41.107372,0.8986824750419243
3900.0,-739.3837028973286,4.0225525,41.057507,0.8983523932483042
3900.0,-739.3902677693965,4.0222721,41.057507,0.89802231184401
3900.0,-739.3824917579651,4.0220318,41.007641,0.8976922305910768
3900.0,-739.3915162747402,4.021431,41.144772,0.8973621486294201
3900.0,-739.3919214526325,4.0212307,41.132305,0.8970320664868824
3900.0,-739.3835443409664,4.0208702,41.032574,0.8967019847640464
3900.0,-739.3903881191432,4.0205097,41.057507,0.8963719033060253
3900.0,-739.3819344119743,4.0202694,41.107372,0.896041822301907
3900.0,-739.3892133813168,4.0197887,41.094906,0.8957117413683168
3900.0,-739.3905439550389,4.0196285,41.020107,0.8953816598407267
3900.0,-739.3818488897928,4.019268,41.04504,0.8950515788747879
3900.0,-739.3895696088645,4.0189877,41.157238,0.8947214977821693
3900.0,-739.3809137501449,4.0186672,41.057507,0.8943914172337033
3900.0,-739.3860340183636,4.0183067,41.144772,0.8940613377194564
3900.0,-739.3804657297765,4.0181065,41.107372,0.8937312573709995
3900.0,-739.3873539717619,4.0176253,41.057507,0.8934011772674937
3900.0,-739.3885603505233,4.017345,41.194679,0.8930710966254319
3900.0,-739.3818707159444,4.0168643,41.107372,0.8927410156497494
3900.0,-739.389293581944,4.0167441,41.107372,0.8924109346803556
3900.0,-739.3815828998924,4.0165439,41.069973,0.8920808538331624
3900.0,-739.3894576697412,4.0159431,41.107372,0.8917507727905161
3900.0,-739.3891188740274,4.0154223,41.119839,0.891420691899116
3900.0,-739.3812230382784,4.015182,41.094906,0.891090611212575
3900.0,-739.3893218779783,4.0149417,41.119839,0.8907605302305494
3900.0,-739.3826038180274,4.0146613,41.107372,0.8904304489275893
3900.0,-739.3914211569662,4.014421,41.069973,0.8901003670083953
3900.0,-739.3829892166505,4.0139804,41.182213,0.8897702855333826
3900.0,-739.390349068594,4.0137401,41.094906,0.8894402040927945
3900.0,-739.3901467848134,4.0135398,41.157238,0.8891101227425107
3900.0,-739.3810183639358,4.0128188,41.119839,0.8887800421473422
3900.0,-739.3888768316523,4.0124583,41.119839,0.8884499613639957
3900.0,-739.3834773613576,4.0123377,41.132305,0.8881198796710613
3900.0,-739.3895403606523,4.0121775,41.107372,0.8877897985914996
3900.0,-739.3833015442841,4.011817,41.119839,0.8874597169770548
3900.0,-739.3905998267327,4.0116568,41.069973,0.8871296354245225
3900.0,-739.3905730201518,4.011096,41.069973,0.886799553883957
3900.0,-739.3845423953974,4.0109358,41.069973,0.8864694717155612
3900.0,-739.3905339451485,4.0104952,41.094906,0.8861393901924398
3900.0,-739.3831503853111,4.0100145,41.132305,0.8858093086454767
3900.0,-739.3907728258245,4.0099344,41.119839,0.8854792270157135
3900.0,-739.3905352634739,4.0095339,41.107372,0.8851491454920034
3900.0,-739.38233483733,4.0091333,41.069973,0.884819064309124
3900.0,-739.3898708068012,4.0090132,41.119839,0.8844889830820434
3900.0,-739.3832513003177,4.0087729,41.157238,0.884158901490029
3900.0,-739.3903128135967,4.0082521,41.107372,0.883828820065626
3900.0,-739.3812607212149,4.0080919,41.057507,0.8834987393622623
3900.0,-739.3914611840452,4.0077715,41.082439,0.8831686574251995
3900.0,-739.3923909009986,4.0072508,41.107372,0.8828385750730888
3900.0,-739.3843533338629,4.0072508,41.082439,0.8825084929890954
3900.0,-739.391331092969,4.0066895,41.107372,0.8821784111101084
3900.0,-739.383725919753,4.0063691,41.082439,0.8818483293062104
3900.0,-739.3911943734823,4.0060487,41.157238,0.8815182474882581
3900.0,-739.3924692095482,4.0060887,41.107372,0.8811881651011887
3900.0,-739.3847499506477,4.0053277,41.082439,0.8808580828401343
3900.0,-739.3929761580791,4.0051274,41.157238,0.8805280002267509
3900.0,-739.3852221042268,4.0049272,41.144772,0.8801979177549141
3900.0,-739.3937602932109,4.0042863,41.069973,0.8798678347914741
3900.0,-739.3858724186194,4.0042462,41.057507,0.8795377520293184
3900.0,-739.3918780075459,4.0039659,41.107372,0.8792076699061755
3900.0,-739.3922556707607,4.0036054,41.032574,0.8788775876144348
3900.0,-739.3840862330483,4.003365,41.094906,0.8785475056496828
3900.0,-739.3922376286981,4.0031247,41.132305,0.8782174233659967
3900.0,-739.3875714585857,4.0028043,41.132305,0.8778873398453414
3900.0,-739.3949460661612,4.0024838,41.119839,0.8775572563525442
3900.0,-739.3941476733265,4.0023637,41.107372,0.8772271732161687
3900.0,-739.3857583199285,4.0019631,41.069973,0.8768970905049497
3900.0,-739.3933268435851,4.0013218,41.107372,0.8765670077350122
3900.0,-739.3836446701532,4.0013218,41.082439,0.8762369259673862
3900.0,-739.390732615595,4.000721,41.094906,0.8759068443555738
3900.0,-739.3847773553127,4.0006008,41.144772,0.8755767620822851
3900.0,-739.392418684365,4.0002403,41.032574,0.8752466797177714
3900.0,-739.3911788094765,4.0002003,41.094906,0.8749165979067672
3900.0,-739.3857223826852,3.9995596,41.069973,0.8745865152115917
3900.0,-739.3929763289514,3.9993594,41.119839,0.874256432598132
3900.0,-739.3856981639882,3.9991989,41.107372,0.8739263499137685
3900.0,-739.3923750440032,3.9985981,41.169746,0.8735962675687368
3900.0,-739.3910495241091,3.9986382,41.04504,0.8732661858154488
3900.0,-739.3826957731771,3.9980774,41.107372,0.8729361044714374
3900.0,-739.391347145342,3.9981174,41.082439,0.8726060225852841
3900.0,-739.383298468103,3.9975967,41.132305,0.8722759409722126
3900.0,-739.3915873199915,3.9972763,41.069973,0.8719458589788396
3900.0,-739.3834709892683,3.9971561,41.182213,0.8716157772887498
3900.0,-739.3912990250067,3.9967957,41.132305,0.8712856954240785
3900.0,-739.3903751429822,3.996515,41.032574,0.8709556139718504
3900.0,-739.3832521060183,3.9961946,41.094906,0.8706255323794762
3900.0,-739.3909439205604,3.995754,41.107372,0.870295450673332
3900.0,-739.3842264422391,3.9954336,41.107372,0.8699653686459866
3900.0,-739.3925704918197,3.9951131,41.082439,0.8696352862137025
3900.0,-739.3907402328648,3.994993,41.082439,0.8693052045984893
3900.0,-739.3848575063788,3.9946725,41.132305,0.8689751222894191
3900.0,-739.3914869897956,3.9945524,41.020107,0.8686450403408358
3900.0,-739.3848782703706,3.9939916,41.057507,0.868314958022496
3900.0,-739.391999199708,3.9936709,41.069973,0.8679848758452502
3900.0,-739.3851217140076,3.9935908,41.082439,0.8676547934182303
3900.0,-739.3928375098848,3.9931502,41.094906,0.8673247108667426
3900.0,-739.392209991852,3.9928699,41.04504,0.8669946285953942
3900.0,-739.3844026865912,3.9925895,41.04504,0.8666645464893683
3900.0,-739.3904027677034,3.992229,41.094906,0.8663344650248076
3900.0,-739.3839481720684,3.9920287,41.094906,0.86600438312169
3900.0,-739.3907570298621,3.9917884,41.094906,0.8656743014989783
3900.0,-739.389786443491,3.9914279,41.144772,0.8653442203095595
3900.0,-739.3816873672154,3.9910672,41.04504,0.865014139415729
3900.0,-739.3892741482958,3.9907467,41.107372,0.864684058455011
3900.0,-739.382874324486,3.9903862,41.032574,0.8643539770312891
3900.0,-739.3900259346515,3.9901059,41.020107,0.8640238957349557
3900.0,-739.3828181602652,3.9899457,41.132305,0.8636938143363073
3900.0,-739.3906516581164,3.9897454,41.082439,0.8633637327606362
